cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
      5022, 3.017404675E-01, 3.772608042E-01, 2.549818277E+00, 5.244368003E-05, 8.647672075E-05, 4.136367701E-03
      5023, 2.828732431E-01, 3.961279988E-01, 2.549818277E+00, 4.638150494E-05, 8.631724631E-05, 3.895097645E-03
      5024, 2.640060484E-01, 4.149952233E-01, 2.549818277E+00, 3.951900726E-05, 8.367760893E-05, 3.566658590E-03
      5025, 2.451388389E-01, 4.338624179E-01, 2.549818277E+00, 3.237015699E-05, 7.856450247E-05, 3.157301340E-03
      5026, 2.262716442E-01, 4.527296424E-01, 2.549818277E+00, 2.546846190E-05, 7.152980834E-05, 2.675611991E-03
      5027, 2.074044347E-01, 4.715968370E-01, 2.549818277E+00, 1.924277785E-05, 6.338777894E-05, 2.131927991E-03
      5028, 1.885372251E-01, 4.904640317E-01, 2.549818277E+00, 1.409026390E-05, 5.445043280E-05, 1.536698081E-03
      5029, 1.696700156E-01, 5.093312263E-01, 2.549818277E+00, 1.044753844E-05, 4.538500798E-05, 9.007814224E-04
      5030, 1.508028209E-01, 5.281984210E-01, 2.549818277E+00, 9.610505913E-06, 4.121073653E-05, 2.437607473E-04
      5031, 1.319356114E-01, 5.470656753E-01, 2.549818277E+00, 6.897128515E-06, 3.744982678E-05,-4.287685733E-04
      5032, 1.130684018E-01, 5.659328699E-01, 2.549818277E+00, 5.727509233E-06, 3.771899719E-05,-1.122065936E-03
      5033, 9.420119971E-02, 5.848000646E-01, 2.549818277E+00, 5.164490176E-06, 4.218589675E-05,-1.829696586E-03
      5034, 7.533399761E-02, 5.659328699E-01, 2.549818277E+00, 5.043595138E-06, 4.170943430E-05,-8.489863831E-04
      5035, 5.646678805E-02, 5.470656753E-01, 2.549818277E+00, 7.595118404E-06, 4.466712562E-05, 1.888096158E-04
      5036, 3.759958223E-02, 5.281984210E-01, 2.549818277E+00, 1.230718863E-05, 5.639171650E-05, 1.272291178E-03
      5037, 1.873237640E-02, 5.093312263E-01, 2.549818277E+00, 1.920667091E-05, 7.720595022E-05, 2.401547274E-03
      5038,-1.348285296E-04, 4.904640317E-01, 2.549818277E+00, 2.274238977E-05, 1.050399951E-04, 3.569982015E-03
      5039,-1.900203526E-02, 4.715968370E-01, 2.549818277E+00, 2.348053022E-05, 1.377416920E-04, 4.761336837E-03
      5040,-3.786924109E-02, 4.527296424E-01, 2.549818277E+00, 2.152136403E-05, 1.736378908E-04, 5.958978087E-03
      5041, 3.394748569E-01, 3.583936095E-01, 2.549818277E+00, 4.378219455E-05, 6.401686551E-05, 3.472965211E-03
      5042, 3.206076622E-01, 3.772608042E-01, 2.549818277E+00, 4.085769615E-05, 6.640529318E-05, 3.378696041E-03
      5043, 3.583420813E-01, 3.395263851E-01, 2.549818277E+00, 4.538587382E-05, 5.984100426E-05, 3.476625541E-03
      5044, 3.772093058E-01, 3.206591904E-01, 2.549818277E+00, 4.574998820E-05, 5.409459118E-05, 3.389366204E-03
      5045, 3.960764706E-01, 3.017919958E-01, 2.549818277E+00, 4.447352330E-05, 4.709592758E-05, 3.212654265E-03
      5046, 4.149436951E-01, 2.829247713E-01, 2.549818277E+00, 4.136174903E-05, 3.920583913E-05, 2.950879978E-03
      5047, 4.338108897E-01, 2.640575767E-01, 2.549818277E+00, 3.684349213E-05, 3.089352685E-05, 2.608650597E-03
      5048, 3.017404675E-01, 3.961279988E-01, 2.549818277E+00, 3.679321526E-05, 6.712156755E-05, 3.195393132E-03
      5049, 2.828732431E-01, 4.149952233E-01, 2.549818277E+00, 3.188421397E-05, 6.624258094E-05, 2.927504713E-03
      5050, 2.640060484E-01, 4.338624179E-01, 2.549818277E+00, 2.652801231E-05, 6.331758050E-05, 2.580667380E-03
      5051, 2.451388389E-01, 4.527296424E-01, 2.549818277E+00, 2.122403566E-05, 5.880495883E-05, 2.161673037E-03
      5052, 2.262716442E-01, 4.715968370E-01, 2.549818277E+00, 1.633322972E-05, 5.294586663E-05, 1.679407898E-03
      5053, 1.885372251E-01, 5.093312263E-01, 2.549818277E+00, 9.462336493E-06, 4.143080514E-05, 5.634440458E-04
      5054, 1.696700156E-01, 5.281984210E-01, 2.549818277E+00, 7.943750461E-06, 3.639620991E-05,-4.770773376E-05
      5055, 1.508028209E-01, 5.470656753E-01, 2.549818277E+00, 6.471811957E-06, 3.645114703E-05,-6.710243761E-04
      5056, 1.319356114E-01, 5.659328699E-01, 2.549818277E+00, 5.790669093E-06, 3.593552174E-05,-1.311614877E-03
      5057, 1.130684018E-01, 5.848000646E-01, 2.549818277E+00, 5.689415957E-06, 3.804118023E-05,-1.966399839E-03
      5058, 9.420119971E-02, 6.036672592E-01, 2.549818277E+00, 5.831243016E-06, 4.298327258E-05,-2.618793398E-03
      5059, 7.533399761E-02, 5.848000646E-01, 2.549818277E+00, 4.703550076E-06, 4.052997247E-05,-1.722693094E-03
      5060, 5.646678805E-02, 5.659328699E-01, 2.549818277E+00, 5.017178864E-06, 4.016048842E-05,-7.658996619E-04
      5061, 3.759958223E-02, 5.470656753E-01, 2.549818277E+00, 9.280593076E-06, 4.447407991E-05, 2.467885206E-04
      5062, 1.873237640E-02, 5.281984210E-01, 2.549818277E+00, 1.466488175E-05, 5.639399023E-05, 1.308312174E-03
      5063,-1.348285296E-04, 5.093312263E-01, 2.549818277E+00, 1.932942905E-05, 7.637852104E-05, 2.408285160E-03
      5064,-1.900203526E-02, 4.904640317E-01, 2.549818277E+00, 2.139290700E-05, 1.025330785E-04, 3.536180593E-03
      5065,-3.786924109E-02, 4.715968370E-01, 2.549818277E+00, 2.124549064E-05, 1.327347418E-04, 4.676906858E-03
      5066, 3.394748569E-01, 3.772608042E-01, 2.549818277E+00, 3.106212534E-05, 4.953302778E-05, 2.622829517E-03
      5067, 3.583420813E-01, 3.583936095E-01, 2.549818277E+00, 3.282904436E-05, 4.677654942E-05, 2.669076202E-03
      5068, 3.206076622E-01, 3.961279988E-01, 2.549818277E+00, 2.845572817E-05, 5.083337237E-05, 2.492282307E-03
      5069, 3.772093058E-01, 3.395263851E-01, 2.549818277E+00, 3.370027116E-05, 4.267067561E-05, 2.629944589E-03
      5070, 3.960764706E-01, 3.206591904E-01, 2.549818277E+00, 3.371219282E-05, 3.750458563E-05, 2.506294753E-03
      5071, 4.149436951E-01, 3.017919958E-01, 2.549818277E+00, 3.210891373E-05, 3.153705256E-05, 2.300674096E-03
      5072, 4.338108897E-01, 2.829247713E-01, 2.549818277E+00, 2.953546573E-05, 2.507206591E-05, 2.017388120E-03
      5073, 3.017404675E-01, 4.149952233E-01, 2.549818277E+00, 2.511975799E-05, 5.109949416E-05, 2.280336106E-03
      5074, 2.828732431E-01, 4.338624179E-01, 2.549818277E+00, 2.124584171E-05, 5.025727660E-05, 1.991522498E-03
      5075, 2.640060484E-01, 4.527296424E-01, 2.549818277E+00, 1.736671402E-05, 4.752420500E-05, 1.631890191E-03
      5076, 2.451388389E-01, 4.715968370E-01, 2.549818277E+00, 1.380002777E-05, 4.460266064E-05, 1.208873466E-03
      5077, 1.885372251E-01, 5.281984210E-01, 2.549818277E+00, 7.286152595E-06, 3.507334986E-05,-3.505143395E-04
      5078, 1.696700156E-01, 5.470656753E-01, 2.549818277E+00, 6.446133284E-06, 3.369080150E-05,-9.274497861E-04
      5079, 1.508028209E-01, 5.659328699E-01, 2.549818277E+00, 6.066327387E-06, 3.544534775E-05,-1.522207865E-03
      5080, 1.319356114E-01, 5.848000646E-01, 2.549818277E+00, 6.314729944E-06, 3.694729457E-05,-2.128671622E-03
      5081, 1.130684018E-01, 6.036672592E-01, 2.549818277E+00, 6.729131201E-06, 4.115626507E-05,-2.738087205E-03
      5082, 9.420119971E-02, 6.225344539E-01, 2.549818277E+00, 6.686979305E-06, 4.769572115E-05,-3.337272909E-03
      5083, 7.533399761E-02, 6.036672592E-01, 2.549818277E+00, 4.948306469E-06, 4.187371087E-05,-2.522775438E-03
      5084, 5.646678805E-02, 5.848000646E-01, 2.549818277E+00, 4.210139195E-06, 3.922339965E-05,-1.643247553E-03
      5085, 3.759958223E-02, 5.659328699E-01, 2.549818277E+00, 5.201562544E-06, 3.951844701E-05,-7.090151776E-04
      5086, 1.873237640E-02, 5.470656753E-01, 2.549818277E+00, 1.041983433E-05, 4.410531983E-05, 2.792315499E-04
      5087,-1.348285296E-04, 5.281984210E-01, 2.549818277E+00, 1.549926674E-05, 5.563312152E-05, 1.312663895E-03
      5088,-1.900203526E-02, 5.093312263E-01, 2.549818277E+00, 1.891911052E-05, 7.436225133E-05, 2.376232063E-03
      5089,-3.786924109E-02, 4.904640317E-01, 2.549818277E+00, 2.010107710E-05, 9.837294783E-05, 3.458383726E-03
      5090, 3.394748569E-01, 3.961279988E-01, 2.549818277E+00, 2.209184458E-05, 3.810593262E-05, 1.790717943E-03
      5091, 3.583420813E-01, 3.772608042E-01, 2.549818277E+00, 2.385997504E-05, 3.602627112E-05, 1.873936621E-03
      5092, 3.772093058E-01, 3.583936095E-01, 2.549818277E+00, 2.517123175E-05, 3.288542939E-05, 1.877409057E-03
      5093, 3.206076622E-01, 4.149952233E-01, 2.549818277E+00, 1.988714757E-05, 3.881529483E-05, 1.629770268E-03
      5094, 3.960764706E-01, 3.395263851E-01, 2.549818277E+00, 2.594004400E-05, 2.900573418E-05, 1.801230712E-03
      5095, 4.149436951E-01, 3.206591904E-01, 2.549818277E+00, 2.593978934E-05, 2.460101859E-05, 1.647379249E-03
      5096, 4.338108897E-01, 3.017919958E-01, 2.549818277E+00, 2.440305070E-05, 1.984949995E-05, 1.418180065E-03
      5097, 3.017404675E-01, 4.338624179E-01, 2.549818277E+00, 1.711903315E-05, 3.929017112E-05, 1.394453226E-03
      5098, 2.828732431E-01, 4.527296424E-01, 2.549818277E+00, 1.423063441E-05, 3.920941890E-05, 1.090642880E-03
      5099, 1.885372251E-01, 5.470656753E-01, 2.549818277E+00, 6.701043276E-06, 3.337829912E-05,-1.200529165E-03
      5100, 1.696700156E-01, 5.659328699E-01, 2.549818277E+00, 6.666731679E-06, 3.405543248E-05,-1.750118332E-03
      5101, 1.508028209E-01, 5.848000646E-01, 2.549818277E+00, 7.153814295E-06, 3.695622217E-05,-2.311893739E-03
      5102, 1.319356114E-01, 6.036672592E-01, 2.549818277E+00, 7.788803487E-06, 4.106387860E-05,-2.878855448E-03
      5103, 1.130684018E-01, 6.225344539E-01, 2.549818277E+00, 8.161595360E-06, 4.780499512E-05,-3.441422712E-03
      5104, 9.420119971E-02, 6.414016485E-01, 2.549818277E+00, 7.558197467E-06, 5.598105054E-05,-3.989485558E-03
      5105, 7.533399761E-02, 6.225344539E-01, 2.549818277E+00, 5.230528132E-06, 4.683012594E-05,-3.252631985E-03
      5106, 5.646678805E-02, 6.036672592E-01, 2.549818277E+00, 3.954723525E-06, 4.083126260E-05,-2.450302942E-03
      5107, 3.759958223E-02, 5.848000646E-01, 2.549818277E+00, 3.691526217E-06, 3.855439718E-05,-1.589265186E-03
      5108, 1.873237640E-02, 5.659328699E-01, 2.549818277E+00, 5.320685432E-06, 3.897339411E-05,-6.783856661E-04
      5109,-1.348285296E-04, 5.470656753E-01, 2.549818277E+00, 1.087138844E-05, 4.340672967E-05, 2.826433338E-04
      5110,-1.900203526E-02, 5.281984210E-01, 2.549818277E+00, 1.554805385E-05, 5.415009582E-05, 1.282673329E-03
      5111,-3.786924109E-02, 5.093312263E-01, 2.549818277E+00, 1.826455627E-05, 7.109576109E-05, 2.304736059E-03
      5112, 3.394748569E-01, 4.149952233E-01, 2.549818277E+00, 1.627218262E-05, 3.040607589E-05, 9.809517069E-04
      5113, 3.583420813E-01, 3.961279988E-01, 2.549818277E+00, 1.775786222E-05, 2.840677189E-05, 1.095324638E-03
      5114, 3.772093058E-01, 3.772608042E-01, 2.549818277E+00, 1.911565778E-05, 2.567420961E-05, 1.136091072E-03
      5115, 3.960764706E-01, 3.583936095E-01, 2.549818277E+00, 2.029492862E-05, 2.258797031E-05, 1.102211187E-03
      5116, 3.206076622E-01, 4.338624179E-01, 2.549818277E+00, 1.447106297E-05, 3.064585690E-05, 7.934009191E-04
      5117, 4.149436951E-01, 3.395263851E-01, 2.549818277E+00, 2.117308395E-05, 1.932689338E-05, 9.949251544E-04
      5118, 4.338108897E-01, 3.206591904E-01, 2.549818277E+00, 2.135296199E-05, 1.598155359E-05, 8.160673315E-04
      5119, 3.017404675E-01, 4.527296424E-01, 2.549818277E+00, 1.210868777E-05, 3.185320747E-05, 5.406942219E-04
      5120, 1.885372251E-01, 5.659328699E-01, 2.549818277E+00, 7.627397736E-06, 3.421276051E-05,-1.993732527E-03
      5121, 1.696700156E-01, 5.848000646E-01, 2.549818277E+00, 8.320178495E-06, 3.683980322E-05,-2.512587002E-03
      5122, 1.508028209E-01, 6.036672592E-01, 2.549818277E+00, 9.137326742E-06, 4.189900210E-05,-3.038550494E-03
      5123, 1.319356114E-01, 6.225344539E-01, 2.549818277E+00, 9.765365576E-06, 4.873055514E-05,-3.563942853E-03
      5124, 1.130684018E-01, 6.414016485E-01, 2.549818277E+00, 9.572863746E-06, 5.696092194E-05,-4.080075771E-03
      5125, 9.420119971E-02, 6.602689028E-01, 2.549818277E+00, 8.377277481E-06, 6.553154526E-05,-4.578786902E-03
      5126, 7.533399761E-02, 6.414016485E-01, 2.549818277E+00, 5.721200978E-06, 5.522550782E-05,-3.915764391E-03
      5127, 5.646678805E-02, 6.225344539E-01, 2.549818277E+00, 3.855650903E-06, 4.607865776E-05,-3.188247327E-03
      5128, 3.759958223E-02, 6.036672592E-01, 2.549818277E+00, 2.955490118E-06, 4.025981616E-05,-2.400806407E-03
      5129, 1.873237640E-02, 5.848000646E-01, 2.549818277E+00, 3.224095963E-06, 3.801955972E-05,-1.560406410E-03
      5130,-1.348285296E-04, 5.659328699E-01, 2.549818277E+00, 5.226886060E-06, 3.834618474E-05,-6.749784807E-04
      5131,-1.900203526E-02, 5.470656753E-01, 2.549818277E+00, 1.074363900E-05, 4.240739872E-05, 2.552165533E-04
      5132,-3.786924109E-02, 5.281984210E-01, 2.549818277E+00, 1.527946188E-05, 5.187842180E-05, 1.217316021E-03
      5133, 3.583420813E-01, 4.149952233E-01, 2.549818277E+00, 1.407369564E-05, 2.378984573E-05, 3.372239298E-04
      5134, 3.394748569E-01, 4.338624179E-01, 2.549818277E+00, 1.301163502E-05, 2.599152140E-05, 1.964992698E-04
      5135, 3.772093058E-01, 3.961279988E-01, 2.549818277E+00, 1.513106872E-05, 2.122490696E-05, 4.096425837E-04
      5136, 3.960764706E-01, 3.772608042E-01, 2.549818277E+00, 1.624377182E-05, 1.864301885E-05, 4.130794841E-04
      5137, 4.149436951E-01, 3.583936095E-01, 2.549818277E+00, 1.736473314E-05, 1.616291047E-05, 3.475484264E-04
      5138, 4.338108897E-01, 3.395263851E-01, 2.549818277E+00, 1.838657226E-05, 1.380084905E-05, 2.141451550E-04
      5139, 1.885372251E-01, 5.848000646E-01, 2.549818277E+00, 9.920681805E-06, 3.785384615E-05,-2.728270134E-03
      5140, 1.696700156E-01, 6.036672592E-01, 2.549818277E+00, 1.091998001E-05, 4.305294351E-05,-3.214514581E-03
      5141, 1.508028209E-01, 6.225344539E-01, 2.549818277E+00, 1.168380186E-05, 5.022270489E-05,-3.703176277E-03
      5142, 1.319356114E-01, 6.414016485E-01, 2.549818277E+00, 1.175069519E-05, 5.830647206E-05,-4.186702427E-03
      5143, 1.130684018E-01, 6.602689028E-01, 2.549818277E+00, 1.085821987E-05, 6.665725232E-05,-4.656974226E-03
      5144, 7.533399761E-02, 6.602689028E-01, 2.549818277E+00, 6.143787687E-06, 6.494642003E-05,-4.515413195E-03
      5145, 5.646678805E-02, 6.414016485E-01, 2.549818277E+00, 4.094336873E-06, 5.475575745E-05,-3.859615419E-03
      5146, 3.759958223E-02, 6.225344539E-01, 2.549818277E+00, 2.594791567E-06, 4.568233635E-05,-3.144077491E-03
      5147, 1.873237640E-02, 6.036672592E-01, 2.549818277E+00, 2.047977432E-06, 3.983433271E-05,-2.374181058E-03
      5148,-1.348285296E-04, 5.848000646E-01, 2.549818277E+00, 2.733266683E-06, 3.746759103E-05,-1.556741656E-03
      5149,-1.900203526E-02, 5.659328699E-01, 2.549818277E+00, 4.844980594E-06, 3.764466601E-05,-6.994804135E-04
      5150,-3.786924109E-02, 5.470656753E-01, 2.549818277E+00, 1.011815948E-05, 4.102797902E-05, 1.961527305E-04
      5151, 3.772093058E-01, 4.149952233E-01, 2.549818277E+00, 1.316424004E-05, 1.915347093E-05,-2.941790444E-04
      5152, 3.583420813E-01, 4.338624179E-01, 2.549818277E+00, 1.246128613E-05, 2.159934957E-05,-3.933568951E-04
      5153, 3.960764706E-01, 3.961279988E-01, 2.549818277E+00, 1.397900542E-05, 1.689749843E-05,-2.589649230E-04
      5154, 4.149436951E-01, 3.772608042E-01, 2.549818277E+00, 1.496277764E-05, 1.489503939E-05,-2.874821366E-04
      5155, 4.338108897E-01, 3.583936095E-01, 2.549818277E+00, 1.609092214E-05, 1.312058703E-05,-3.799871774E-04
      5156, 1.885372251E-01, 6.036672592E-01, 2.549818277E+00, 1.318993873E-05, 4.491523214E-05,-3.404434538E-03
      5157, 1.696700156E-01, 6.225344539E-01, 2.549818277E+00, 1.398701534E-05, 5.194907862E-05,-3.857077332E-03
      5158, 1.508028209E-01, 6.414016485E-01, 2.549818277E+00, 1.412841993E-05, 6.016009866E-05,-4.307979252E-03
      5159, 1.319356114E-01, 6.602689028E-01, 2.549818277E+00, 1.350241200E-05, 6.807942555E-05,-4.749403801E-03
      5160, 5.646678805E-02, 6.602689028E-01, 2.549818277E+00, 4.213905868E-06, 6.481679156E-05,-4.467289895E-03
      5161, 3.759958223E-02, 6.414016485E-01, 2.549818277E+00, 2.656891184E-06, 5.456164581E-05,-3.821053309E-03
      5162, 1.873237640E-02, 6.225344539E-01, 2.549818277E+00, 1.405853936E-06, 4.543464456E-05,-3.120146459E-03
      5163,-1.348285296E-04, 6.036672592E-01, 2.549818277E+00, 1.264951948E-06, 3.943043339E-05,-2.370392904E-03
      5164,-1.900203526E-02, 5.848000646E-01, 2.549818277E+00, 2.194874241E-06, 3.690454469E-05,-1.578344614E-03
      5165,-3.786924109E-02, 5.659328699E-01, 2.549818277E+00, 4.186415481E-06, 3.676778579E-05,-7.521834923E-04
      5166, 3.960764706E-01, 4.149952233E-01, 2.549818277E+00, 1.336683272E-05, 1.683639130E-05,-9.087717044E-04
      5167, 3.772093058E-01, 4.338624179E-01, 2.549818277E+00, 1.281675395E-05, 1.896234971E-05,-9.711540770E-04
      5168, 4.149436951E-01, 3.961279988E-01, 2.549818277E+00, 1.411168887E-05, 1.503770000E-05,-9.056181298E-04
      5169, 4.338108897E-01, 3.772608042E-01, 2.549818277E+00, 1.510937545E-05, 1.353636890E-05,-9.617625619E-04
      5170, 1.508028209E-01, 6.602689028E-01, 2.549818277E+00, 1.626231642E-05, 7.040235505E-05,-4.854695406E-03
      5171, 3.759958223E-02, 6.602689028E-01, 2.549818277E+00, 2.562705731E-06, 6.486786879E-05,-4.434328061E-03
      5172, 1.873237640E-02, 6.414016485E-01, 2.549818277E+00, 1.339347477E-06, 5.448193770E-05,-3.800123930E-03
      5173,-1.348285296E-04, 6.225344539E-01, 2.549818277E+00, 3.998636942E-07, 4.525923941E-05,-3.116481239E-03
      5174,-1.900203526E-02, 6.036672592E-01, 2.549818277E+00, 6.210684091E-07, 3.905398626E-05,-2.389237517E-03
      5175,-3.786924109E-02, 5.848000646E-01, 2.549818277E+00, 1.651792786E-06, 3.623919474E-05,-1.625185483E-03
      5176, 4.149436951E-01, 4.149952233E-01, 2.549818277E+00, 1.457132930E-05, 1.624383549E-05,-1.505951979E-03
      5177, 3.960764706E-01, 4.338624179E-01, 2.549818277E+00, 1.404027626E-05, 1.800513746E-05,-1.536631375E-03
      5178, 4.338108897E-01, 3.961279988E-01, 2.549818277E+00, 1.537508615E-05, 1.484725635E-05,-1.530644717E-03
      5179, 1.873237640E-02, 6.602689028E-01, 2.549818277E+00, 1.108711444E-06, 6.494418631E-05,-4.416521639E-03
      5180,-1.348285296E-04, 6.414016485E-01, 2.549818277E+00, 8.132622042E-08, 5.448342927E-05,-3.796875710E-03
      5181,-1.900203526E-02, 6.225344539E-01, 2.549818277E+00,-4.029046465E-07, 4.512242231E-05,-3.132856218E-03
      5182,-3.786924109E-02, 6.036672592E-01, 2.549818277E+00,-1.238219660E-08, 3.863590609E-05,-2.430569148E-03
      5183, 4.338108897E-01, 4.149952233E-01, 2.549818277E+00, 1.682893344E-05, 1.718426211E-05,-2.082494786E-03
      5184, 4.149436951E-01, 4.338624179E-01, 2.549818277E+00, 1.618022361E-05, 1.861827695E-05,-2.085351152E-03
      5185,-1.348285296E-04, 6.602689028E-01, 2.549818277E+00,-2.298176440E-07, 6.505205965E-05,-4.413866438E-03
      5186,-1.900203526E-02, 6.414016485E-01, 2.549818277E+00,-1.095115408E-06, 5.451192919E-05,-3.811114002E-03
      5187,-3.786924109E-02, 6.225344539E-01, 2.549818277E+00,-1.196581024E-06, 4.499346687E-05,-3.169067437E-03
      5188, 4.338108897E-01, 4.338624179E-01, 2.549818277E+00, 1.962134593E-05, 2.109644629E-05,-2.614790108E-03
      5189,-1.900203526E-02, 6.602689028E-01, 2.549818277E+00,-1.516932798E-06, 6.515977293E-05,-4.426236730E-03
      5190,-3.786924109E-02, 6.414016485E-01, 2.549818277E+00,-2.175943109E-06, 5.454062921E-05,-3.842634847E-03
      5191,-3.786924109E-02, 6.602689028E-01, 2.549818277E+00,-2.816793085E-06, 6.522524927E-05,-4.453436472E-03
      5192,-4.348550439E-01, 9.444639683E-01, 2.549818039E+00,-7.466806564E-03,-2.969759284E-03, 1.806900720E-03
      5193,-4.155463874E-01, 9.449328780E-01, 2.549818039E+00,-8.237754926E-03, 1.558123715E-02,-1.033850822E-05
      5194,-4.340805709E-01, 9.244097471E-01, 2.549818277E+00,-2.417205833E-03,-2.469947794E-03, 4.451464396E-03
      5195,-3.963461518E-01, 9.432769418E-01, 2.549818277E+00, 2.641090192E-03,-6.719046738E-03, 1.211759076E-02
      5196,-4.138214588E-01, 9.607959986E-01, 2.549864054E+00, 9.696564637E-03, 2.936566714E-03,-2.512141690E-02
      5197,-4.152133465E-01, 9.244097471E-01, 2.549818277E+00,-1.592757413E-03, 1.387910917E-02, 1.083871117E-03
      5198,-4.340805709E-01, 9.055425525E-01, 2.549818277E+00,-1.598519040E-03,-2.067588270E-03,-1.689771074E-03
      5199,-3.774789572E-01, 9.432769418E-01, 2.549818277E+00, 3.159475978E-03, 5.889952881E-04, 4.884045338E-04
      5200,-3.972654939E-01, 9.619988203E-01, 2.549818516E+00, 3.623454599E-03,-2.971221693E-04, 4.071621224E-03
      5201,-3.963461518E-01, 9.244097471E-01, 2.549818277E+00,-8.577827830E-04,-5.622989032E-03,-6.477204734E-04
      5202,-4.152133465E-01, 9.055425525E-01, 2.549818277E+00,-1.208426664E-03, 1.169926394E-02,-2.663533436E-03
      5203,-4.340805709E-01, 8.866753578E-01, 2.549818277E+00, 1.859004260E-03,-1.773368684E-03,-4.342766013E-03
      5204,-3.586117625E-01, 9.432769418E-01, 2.549818277E+00, 2.751545049E-03, 1.081929542E-03,-1.806968125E-03
      5205,-3.789556324E-01, 9.652560353E-01, 2.549765587E+00,-6.360294647E-04, 7.529305876E-04, 5.113571882E-03
      5206,-3.774789572E-01, 9.244097471E-01, 2.549818277E+00,-5.800767685E-04, 3.776218218E-04,-2.047274029E-03
      5207,-3.963461518E-01, 9.055425525E-01, 2.549818277E+00,-9.771370096E-04,-4.589696880E-03,-3.992960323E-03
      5208,-4.152133465E-01, 8.866753578E-01, 2.549818277E+00, 1.524471445E-03, 9.150060825E-03,-5.637188442E-03
      5209,-4.340805709E-01, 8.678081632E-01, 2.549818277E+00, 5.170745426E-04,-1.562894555E-03,-6.221531890E-03
      5210,-3.397445381E-01, 9.432769418E-01, 2.549818277E+00, 2.396474360E-03,-1.684017479E-04,-2.396284137E-03
      5211,-3.594632149E-01, 9.644176364E-01, 2.549765587E+00,-2.915657358E-03, 5.572432419E-04, 3.661716124E-03
      5212,-3.586117625E-01, 9.244097471E-01, 2.549818277E+00,-4.244619340E-04, 1.037486712E-03,-4.241711460E-03
      5213,-3.774789572E-01, 9.055425525E-01, 2.549818277E+00,-8.123508305E-04, 2.102164581E-04,-4.868754651E-03
      5214,-3.963461518E-01, 8.866753578E-01, 2.549818277E+00, 1.144274138E-03,-3.919580020E-03,-6.307107396E-03
      5215,-4.152133465E-01, 8.678081632E-01, 2.549818277E+00, 5.065987352E-04, 6.322851870E-03,-7.164858282E-03
      5216,-4.340805709E-01, 8.489409685E-01, 2.549818277E+00,-1.029776613E-04,-1.404008712E-03,-7.432253100E-03
      5217,-3.208773434E-01, 9.432769418E-01, 2.549818277E+00, 2.098568017E-03, 8.961006533E-04,-3.561896505E-03
      5218,-3.397445381E-01, 9.621441960E-01, 2.549818277E+00,-2.924567321E-03,-1.979038934E-04, 1.233118819E-03
      5219,-3.397445381E-01, 9.244097471E-01, 2.549818277E+00,-3.055916750E-04,-1.551967434E-04,-4.760864656E-03
      5220,-3.587431610E-01, 9.816301465E-01, 2.549810886E+00, 1.056570327E-03,-8.432304021E-04,-3.843999584E-04
      5221,-3.586117625E-01, 9.055425525E-01, 2.549818277E+00,-6.865153555E-04, 7.758327411E-04,-6.272274069E-03
      5222,-3.774789572E-01, 8.866753578E-01, 2.549818277E+00, 7.790797390E-04, 1.108869037E-04,-6.795364898E-03
      5223,-3.963461518E-01, 8.678081632E-01, 2.549818277E+00, 4.058494524E-04,-3.480993211E-03,-7.583088242E-03
      5224,-4.152133465E-01, 8.489409685E-01, 2.549818277E+00,-8.953751967E-05, 3.725172253E-03,-7.908490486E-03
      5225,-4.340805709E-01, 8.300737143E-01, 2.549818277E+00, 1.208771209E-04,-1.275614835E-03,-8.052527905E-03
      5226,-3.020101190E-01, 9.432769418E-01, 2.549818277E+00, 1.850006171E-03,-1.289197709E-03,-5.338857416E-03
      5227,-3.208773434E-01, 9.621441960E-01, 2.549818277E+00,-2.399805468E-03, 1.039364026E-03,-7.251698989E-04
      5228,-3.208773434E-01, 9.244097471E-01, 2.549818277E+00,-2.046099544E-04, 6.998521858E-04,-5.554676056E-03
      5229,-3.407239616E-01, 9.820815325E-01, 2.549818039E+00,-5.463358248E-04,-1.428863034E-04, 2.467480663E-04
      5230,-3.397445381E-01, 9.055425525E-01, 2.549818277E+00,-5.909490865E-04,-1.457735925E-04,-6.495205220E-03
      5231,-3.586117625E-01, 8.866753578E-01, 2.549818277E+00, 4.799176240E-04, 4.804365744E-04,-7.458310109E-03
      5232,-3.774789572E-01, 8.678081632E-01, 2.549818277E+00, 2.925115405E-04, 6.212166045E-05,-7.783513051E-03
      5233,-3.963461518E-01, 8.489409685E-01, 2.549818277E+00,-8.626479394E-05,-3.138998058E-03,-8.100586943E-03
      5234,-4.152133465E-01, 8.300737143E-01, 2.549818277E+00, 9.968366066E-05, 1.777881058E-03,-8.206066675E-03
      5235,-4.340805709E-01, 8.112065196E-01, 2.549818277E+00, 8.043269918E-05,-1.162791857E-03,-8.264433593E-03
      5236,-2.831429243E-01, 9.432769418E-01, 2.549818277E+00, 1.623433782E-03,-1.265037456E-03,-5.387852434E-03
      5237,-3.020101190E-01, 9.621441960E-01, 2.549818277E+00,-1.782340347E-03,-1.481981017E-03,-2.786193043E-03
      5238,-3.020101190E-01, 9.244097471E-01, 2.549818277E+00,-1.249736233E-04,-1.148479059E-03,-6.786230486E-03
