cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity
         1, 6.036157608E-01, 8.112065196E-01, 2.549818277E+00, 2.211462008E-03,-1.189459226E-06,-6.048366777E-04
         2, 6.242602468E-01, 8.132882714E-01, 2.549622297E+00, 1.868997584E-03, 2.341211308E-03, 1.266296953E-02
         3, 6.050922871E-01, 8.320771456E-01, 2.549818277E+00, 1.763049397E-03,-6.041259039E-04,-6.280638045E-04
         4, 6.036157608E-01, 7.923393250E-01, 2.549818277E+00, 7.241661660E-04, 2.814775507E-04,-3.238014411E-03
         5, 6.432797313E-01, 8.134983182E-01, 2.549421310E+00, 6.173081347E-04, 2.078294521E-03, 1.914844662E-02
         6, 6.259436011E-01, 8.334565759E-01, 2.549285173E+00, 5.214690464E-04, 1.308928709E-03, 1.746044308E-02
         7, 6.224829555E-01, 7.923393250E-01, 2.549818277E+00, 8.876791690E-04, 2.413890092E-03,-4.266996402E-04
         8, 6.048621535E-01, 8.511978388E-01, 2.549863815E+00, 4.082914093E-04,-1.464640722E-03,-7.265558466E-03
         9, 6.036157608E-01, 7.734721303E-01, 2.549818277E+00, 1.686575852E-04, 3.614923335E-04,-5.394469481E-03
        10, 6.594329476E-01, 8.107387424E-01, 2.549662828E+00,-2.182556345E-04, 1.358266105E-03, 5.321844015E-03
        11, 6.413501501E-01, 7.923393250E-01, 2.549818277E+00, 9.603612125E-04, 3.537197132E-03, 2.545190742E-03
        12, 6.224829555E-01, 7.734721303E-01, 2.549818277E+00, 3.813845688E-04, 2.139306162E-03,-3.939070739E-03
        13, 6.036157608E-01, 7.546049356E-01, 2.549818277E+00, 5.660589068E-06, 3.220170911E-04,-6.666002329E-03
        14, 6.609221697E-01, 7.933009267E-01, 2.549818277E+00, 7.129808073E-04, 3.817161545E-03, 1.422735397E-03
        15, 6.413501501E-01, 7.734721303E-01, 2.549818277E+00, 7.024451625E-04, 3.476958955E-03,-2.535648877E-03
        16, 6.224829555E-01, 7.546049356E-01, 2.549818277E+00, 6.580483023E-05, 1.619921648E-03,-5.733838771E-03
        17, 6.036157608E-01, 7.357376814E-01, 2.549818277E+00, 1.833734132E-05, 2.386773413E-04,-7.279647980E-03
        18, 6.795824766E-01, 7.933355570E-01, 2.549863815E+00,-4.560441303E-04,-3.759062965E-04,-7.177060004E-03
        19, 6.602173448E-01, 7.734721303E-01, 2.549818277E+00, 1.040389761E-03, 4.899410531E-03,-6.034261241E-05
        20, 6.413501501E-01, 7.546049356E-01, 2.549818277E+00, 2.409470908E-04, 2.800282324E-03,-4.655559547E-03
        21, 6.224829555E-01, 7.357376814E-01, 2.549818277E+00, 8.914070349E-05, 1.068638987E-03,-6.729905959E-03
        22, 6.036157608E-01, 7.168704867E-01, 2.549818277E+00, 4.187272498E-05, 1.657312241E-04,-7.586132735E-03
        23, 6.801372766E-01, 7.747921944E-01, 2.549818277E+00, 1.252571819E-03, 1.437614905E-03, 3.692788887E-04
        24, 6.602173448E-01, 7.546049356E-01, 2.549818277E+00, 5.367593258E-04, 4.520019516E-03,-3.460428910E-03
        25, 6.413501501E-01, 7.357376814E-01, 2.549818277E+00, 2.510480990E-04, 1.926041441E-03,-6.017275155E-03
        26, 6.224829555E-01, 7.168704867E-01, 2.549818277E+00, 1.240914135E-04, 6.072975229E-04,-7.363407407E-03
        27, 6.036157608E-01, 6.980032921E-01, 2.549818277E+00, 3.858098353E-05, 1.270315406E-04,-7.737516426E-03
        28, 6.994743347E-01, 7.753376961E-01, 2.549863815E+00, 4.300094442E-04,-1.792894327E-04,-1.145412563E-03
        29, 6.790845990E-01, 7.546049356E-01, 2.549818277E+00, 8.698775200E-04, 2.536017913E-03, 5.214615958E-04
        30, 6.602173448E-01, 7.357376814E-01, 2.549818277E+00, 4.797568545E-04, 3.443123773E-03,-5.459505133E-03
        31, 6.413501501E-01, 7.168704867E-01, 2.549818277E+00, 2.969662892E-04, 1.121718320E-03,-6.987974979E-03
        32, 6.224829555E-01, 6.980032921E-01, 2.549818277E+00, 5.373574095E-05, 2.841857786E-04,-7.732438855E-03
        33, 6.036157608E-01, 6.791360974E-01, 2.549818277E+00, 4.797648216E-05, 1.134381746E-04,-7.804784458E-03
        34, 6.993287206E-01, 7.560734153E-01, 2.549818277E+00, 1.075365231E-03, 9.139242466E-04, 3.104340576E-04
        35, 6.790845990E-01, 7.357376814E-01, 2.549818277E+00, 7.178197848E-04, 2.435591538E-03,-3.199147293E-03
        36, 6.602173448E-01, 7.168704867E-01, 2.549818277E+00, 5.480272230E-04, 2.229639329E-03,-6.734401453E-03
        37, 6.413501501E-01, 6.980032921E-01, 2.549818277E+00, 1.242137514E-04, 5.270135589E-04,-7.589145098E-03
        38, 6.224829555E-01, 6.791360974E-01, 2.549818277E+00, 5.763320223E-05, 1.010973428E-04,-7.903420366E-03
        39, 6.036157608E-01, 6.602689028E-01, 2.549818277E+00, 4.174810601E-05, 1.079564245E-04,-7.774755359E-03
        40, 7.189047337E-01, 7.568595409E-01, 2.549863815E+00, 1.987736759E-04,-4.342600296E-04,-5.327568855E-03
        41, 6.979517341E-01, 7.357376814E-01, 2.549818277E+00, 8.250591927E-04, 1.527222688E-03, 1.857290044E-04
        42, 6.790845990E-01, 7.168704867E-01, 2.549818277E+00, 8.394794422E-04, 1.883547171E-03,-5.619185511E-03
        43, 6.602173448E-01, 6.980032921E-01, 2.549818277E+00, 3.064417688E-04, 1.199641032E-03,-7.486373652E-03
        44, 6.413501501E-01, 6.791360974E-01, 2.549818277E+00, 1.084657852E-04, 1.953505998E-04,-7.877494209E-03
        45, 6.224829555E-01, 6.602689028E-01, 2.549818277E+00, 3.453521640E-05, 3.310520697E-05,-7.935598493E-03
        46, 6.036157608E-01, 6.414016485E-01, 2.549818277E+00, 5.231695832E-05, 1.045094104E-04,-7.713334635E-03
        47, 7.183130383E-01, 7.373244762E-01, 2.549818277E+00, 4.814801796E-04, 4.520684306E-04,-6.175222807E-03
        48, 6.979517341E-01, 7.168704867E-01, 2.549818277E+00, 1.066528028E-03, 1.395012718E-03,-3.665259108E-03
        49, 6.790845990E-01, 6.980032921E-01, 2.549818277E+00, 6.188674015E-04, 1.229864545E-03,-6.960227620E-03
        50, 6.602173448E-01, 6.791360974E-01, 2.549818277E+00, 2.931611671E-04, 4.989857553E-04,-7.824501023E-03
        51, 6.413501501E-01, 6.602689028E-01, 2.549818277E+00, 4.303768219E-05, 7.946738333E-05,-7.956562564E-03
        52, 6.224829555E-01, 6.414016485E-01, 2.549818277E+00, 4.085156252E-05, 2.679255886E-05,-7.880744524E-03
        53, 6.036157608E-01, 6.225344539E-01, 2.549818277E+00, 4.495218309E-05, 1.022878641E-04,-7.638328709E-03
        54, 7.380959392E-01, 7.381475568E-01, 2.549863815E+00,-3.269883746E-04, 2.852159960E-04,-5.443606991E-03
        55, 7.168189883E-01, 7.168704867E-01, 2.549818277E+00, 1.083471114E-03, 9.280638769E-04,-4.940312356E-03
        56, 6.979517341E-01, 6.980032921E-01, 2.549818277E+00, 1.024196390E-03, 1.011933316E-03,-5.672179628E-03
        57, 6.790845990E-01, 6.791360974E-01, 2.549818277E+00, 6.848145276E-04, 6.711516180E-04,-7.570493035E-03
        58, 6.602173448E-01, 6.602689028E-01, 2.549818277E+00, 1.404545910E-04, 1.631674968E-04,-7.930465043E-03
        59, 6.413501501E-01, 6.414016485E-01, 2.549818277E+00, 3.273945549E-05, 5.951087223E-05,-7.960058749E-03
        60, 6.224829555E-01, 6.225344539E-01, 2.549818277E+00, 2.887607661E-05, 3.671898958E-05,-7.784876507E-03
        61, 6.036157608E-01, 6.036672592E-01, 2.549818277E+00, 8.740652265E-05, 9.863969899E-05,-7.542613894E-03
        62, 7.372729778E-01, 7.183645368E-01, 2.549818277E+00, 5.296831951E-04, 1.109831501E-03,-6.144267507E-03
        63, 7.168189883E-01, 6.980032921E-01, 2.549818277E+00, 1.402981812E-03, 8.550559287E-04,-3.514732933E-03
        64, 6.979517341E-01, 6.791360974E-01, 2.549818277E+00, 1.269818749E-03, 6.060845917E-04,-6.900265347E-03
        65, 6.790845990E-01, 6.602689028E-01, 2.549818277E+00, 4.898339394E-04, 2.906739828E-04,-7.780464366E-03
        66, 6.602173448E-01, 6.414016485E-01, 2.549818277E+00, 4.169339809E-05, 7.092744636E-05,-7.949907333E-03
        67, 6.413501501E-01, 6.225344539E-01, 2.549818277E+00, 1.625689220E-05, 6.101465624E-05,-7.893347181E-03
        68, 6.224829555E-01, 6.036672592E-01, 2.549818277E+00, 8.708712267E-05, 5.107761535E-05,-7.672360633E-03
        69, 6.036157608E-01, 5.848000646E-01, 2.549818277E+00, 9.433267405E-05, 9.262711683E-05,-7.433319464E-03
        70, 7.568083405E-01, 7.189565897E-01, 2.549863815E+00,-4.721781588E-04, 5.289611290E-04,-5.019774195E-03
        71, 7.356861830E-01, 6.980032921E-01, 2.549818277E+00, 1.521545695E-03, 9.065204067E-04, 4.657936806E-04
        72, 7.168189883E-01, 6.791360974E-01, 2.549818277E+00, 1.957332250E-03, 5.972470972E-04,-5.458387546E-03
        73, 6.979517341E-01, 6.602689028E-01, 2.549818277E+00, 1.193074044E-03, 2.929441107E-04,-7.340868004E-03
        74, 6.790845990E-01, 6.414016485E-01, 2.549818277E+00, 1.649426558E-04, 1.041948999E-04,-7.822806016E-03
        75, 6.602173448E-01, 6.225344539E-01, 2.549818277E+00, 1.532158058E-05, 5.427062933E-05,-7.928799838E-03
        76, 6.413501501E-01, 6.036672592E-01, 2.549818277E+00, 8.645538765E-05, 6.752095214E-05,-7.771065459E-03
        77, 6.224829555E-01, 5.848000646E-01, 2.549818277E+00, 9.576151206E-05, 6.448804197E-05,-7.556267083E-03
        78, 6.036157608E-01, 5.659328699E-01, 2.549818277E+00, 6.645874964E-05, 8.624821930E-05,-7.319109980E-03
        79, 7.560218573E-01, 6.993802786E-01, 2.549818277E+00, 8.660088060E-04, 1.488964423E-03, 3.763414279E-04
        80, 7.356861830E-01, 6.791360974E-01, 2.549818277E+00, 2.536556218E-03, 5.563878804E-04,-2.951977076E-03
        81, 7.168189883E-01, 6.602689028E-01, 2.549818277E+00, 2.216911409E-03, 3.297397925E-04,-6.426551379E-03
        82, 6.979517341E-01, 6.414016485E-01, 2.549818277E+00, 5.182373570E-04, 1.101384260E-04,-7.406287361E-03
        83, 6.790845990E-01, 6.225344539E-01, 2.549818277E+00, 6.187902181E-05, 5.019755190E-05,-7.867993787E-03
        84, 6.602173448E-01, 6.036672592E-01, 2.549818277E+00, 8.661467291E-05, 5.452934056E-05,-7.841984741E-03
        85, 6.413501501E-01, 5.848000646E-01, 2.549818277E+00, 9.789642354E-05, 7.291820657E-05,-7.648492232E-03
        86, 6.224829555E-01, 5.659328699E-01, 2.549818277E+00, 5.181651431E-05, 7.272499352E-05,-7.444622926E-03
        87, 6.036157608E-01, 5.470656753E-01, 2.549818277E+00, 5.321972640E-05, 8.054231876E-05,-7.202883251E-03
        88, 4.526781142E-01, 3.961279988E-01, 2.549818277E+00, 1.784968481E-05, 1.616102782E-05,-2.130186418E-03
        89, 7.752864957E-01, 6.995261908E-01, 2.549863815E+00,-2.838220971E-04, 6.412645453E-04,-1.850691740E-03
        90, 7.545533776E-01, 6.791360974E-01, 2.549818277E+00, 2.638117643E-03, 1.295389608E-03, 6.744850543E-04
        91, 7.356861830E-01, 6.602689028E-01, 2.549818277E+00, 3.421238391E-03, 2.488514583E-04,-4.943544511E-03
        92, 7.168189883E-01, 6.414016485E-01, 2.549818277E+00, 1.123221358E-03, 1.325416088E-04,-6.589483935E-03
        93, 6.979517341E-01, 6.225344539E-01, 2.549818277E+00, 2.158296847E-04, 4.151182293E-05,-7.611471694E-03
        94, 6.790845990E-01, 6.036672592E-01, 2.549818277E+00, 8.859336231E-05, 4.108175926E-05,-7.819130085E-03
        95, 6.602173448E-01, 5.848000646E-01, 2.549818277E+00, 1.016111928E-04, 5.914437861E-05,-7.711863611E-03
        96, 6.413501501E-01, 5.659328699E-01, 2.549818277E+00, 3.472364551E-05, 7.489704149E-05,-7.540328428E-03
        97, 6.224829555E-01, 5.470656753E-01, 2.549818277E+00, 8.403837455E-06, 7.560948143E-05,-7.343739271E-03
        98, 6.036157608E-01, 5.281984210E-01, 2.549818277E+00, 3.309051317E-05, 7.642416313E-05,-7.082920521E-03
        99, 4.715453386E-01, 3.961279988E-01, 2.549818277E+00, 2.216659595E-05, 1.925879769E-05,-2.702123951E-03
       100, 4.526781142E-01, 3.772608042E-01, 2.549818277E+00, 1.650331069E-05, 1.375527881E-05,-1.609268016E-03
       101, 7.747406960E-01, 6.801887751E-01, 2.549818277E+00, 1.496617799E-03, 1.556811389E-03, 4.710523062E-04
       102, 7.545533776E-01, 6.602689028E-01, 2.549818277E+00, 4.493976012E-03, 9.673372260E-04,-2.763874596E-03
       103, 7.356861830E-01, 6.414016485E-01, 2.549818277E+00, 1.930275001E-03, 8.306518430E-05,-5.296720657E-03
       104, 7.168189883E-01, 6.225344539E-01, 2.549818277E+00, 5.148096825E-04, 3.549850226E-05,-7.063439116E-03
       105, 6.979517341E-01, 6.036672592E-01, 2.549818277E+00, 9.940583550E-05, 2.882683111E-05,-7.691450417E-03
       106, 6.790845990E-01, 5.848000646E-01, 2.549818277E+00, 1.076718763E-04, 4.195913425E-05,-7.714650128E-03
       107, 6.602173448E-01, 5.659328699E-01, 2.549818277E+00, 1.947658347E-05, 6.326758739E-05,-7.609080989E-03
       108, 6.413501501E-01, 5.470656753E-01, 2.549818277E+00,-6.878423301E-05, 7.441532944E-05,-7.457155734E-03
       109, 6.224829555E-01, 5.281984210E-01, 2.549818277E+00, 1.359954967E-05, 7.582241233E-05,-7.245578337E-03
       110, 6.036157608E-01, 5.093312263E-01, 2.549818277E+00, 8.909581084E-05, 7.424241630E-05,-6.946288049E-03
       111, 4.904125035E-01, 3.961279988E-01, 2.549818277E+00, 2.877279985E-05, 2.432213478E-05,-3.244776279E-03
       112, 4.715453386E-01, 3.772608042E-01, 2.549818277E+00, 1.929319842E-05, 1.543108738E-05,-2.227312187E-03
       113, 4.526781142E-01, 3.583936095E-01, 2.549818277E+00, 1.633924512E-05, 1.224139487E-05,-1.075961278E-03
       114, 7.932850122E-01, 6.796348691E-01, 2.549863815E+00,-3.906357742E-04,-4.409623507E-04,-7.063681260E-03
       115, 7.734206319E-01, 6.602689028E-01, 2.549818277E+00, 4.887553398E-03, 1.314476598E-03, 8.279087488E-04
       116, 7.545533776E-01, 6.414016485E-01, 2.549818277E+00, 2.800709335E-03, 5.918600946E-04,-3.496976104E-03
       117, 7.356861830E-01, 6.225344539E-01, 2.549818277E+00, 9.567714296E-04, 2.684506580E-05,-6.137223914E-03
       118, 7.168189883E-01, 6.036672592E-01, 2.549818277E+00, 1.505290275E-04, 1.127375526E-05,-7.414861117E-03
       119, 6.979517341E-01, 5.848000646E-01, 2.549818277E+00, 1.181832849E-04, 2.731145105E-05,-7.655869704E-03
       120, 6.790845990E-01, 5.659328699E-01, 2.549818277E+00, 9.082244105E-06, 4.609396638E-05,-7.633258123E-03
       121, 6.602173448E-01, 5.470656753E-01, 2.549818277E+00,-1.791431714E-04, 6.637961633E-05,-7.542928681E-03
       122, 6.413501501E-01, 5.281984210E-01, 2.549818277E+00, 6.569384368E-06, 7.393630949E-05,-7.381939329E-03
       123, 6.224829555E-01, 5.093312263E-01, 2.549818277E+00, 1.068817073E-04, 7.562967949E-05,-7.128444966E-03
       124, 6.036157608E-01, 4.904640317E-01, 2.549818277E+00, 9.326251893E-05, 7.295072282E-05,-6.790915504E-03
       125, 5.092797279E-01, 3.961279988E-01, 2.549818277E+00, 3.698091314E-05, 3.010572800E-05,-3.756467719E-03
       126, 4.904125035E-01, 3.772608042E-01, 2.549818277E+00, 2.423596925E-05, 1.919937858E-05,-2.813845407E-03
       127, 4.715453386E-01, 3.583936095E-01, 2.549818277E+00, 1.792408693E-05, 1.274815804E-05,-1.740925247E-03
       128, 4.526781142E-01, 3.395263851E-01, 2.549818277E+00, 1.726586925E-05, 1.147580861E-05,-5.338722840E-04
       129, 7.932493091E-01, 6.609737277E-01, 2.549818277E+00, 3.843327286E-03, 8.246112266E-04, 2.467477461E-03
       130, 7.734206319E-01, 6.414016485E-01, 2.549818277E+00, 3.467109520E-03, 9.095818386E-04,-6.007922930E-04
       131, 7.545533776E-01, 6.225344539E-01, 2.549818277E+00, 1.494122203E-03, 2.583411697E-04,-4.743867554E-03
       132, 7.356861830E-01, 6.036672592E-01, 2.549818277E+00, 2.704815124E-04, 1.005846798E-06,-6.891290192E-03
       133, 7.168189883E-01, 5.848000646E-01, 2.549818277E+00, 1.539606601E-04, 6.297509572E-06,-7.522956003E-03
       134, 6.979517341E-01, 5.659328699E-01, 2.549818277E+00, 4.021114819E-06, 2.921564737E-05,-7.609602530E-03
       135, 6.790845990E-01, 5.470656753E-01, 2.549818277E+00,-3.031567030E-04, 5.238407903E-05,-7.595596835E-03
       136, 6.602173448E-01, 5.281984210E-01, 2.549818277E+00, 3.889629079E-05, 6.974893040E-05,-7.492432371E-03
       137, 6.413501501E-01, 5.093312263E-01, 2.549818277E+00, 1.356710272E-04, 7.449571422E-05,-7.285123691E-03
       138, 6.224829555E-01, 4.904640317E-01, 2.549818277E+00, 9.535146091E-05, 7.497447950E-05,-6.992215291E-03
       139, 6.036157608E-01, 4.715968370E-01, 2.549818277E+00, 8.567371697E-05, 7.102344534E-05,-6.622029468E-03
       140, 5.281469226E-01, 3.961279988E-01, 2.549818277E+00, 4.584149065E-05, 3.580395423E-05,-4.237480462E-03
       141, 5.092797279E-01, 3.772608042E-01, 2.549818277E+00, 3.157391620E-05, 2.458754534E-05,-3.366878023E-03
       142, 4.904125035E-01, 3.583936095E-01, 2.549818277E+00, 2.114410199E-05, 1.506961235E-05,-2.372272545E-03
       143, 4.715453386E-01, 3.395263851E-01, 2.549818277E+00, 1.768470611E-05, 1.081178107E-05,-1.245873515E-03
       144, 4.526781142E-01, 3.206591904E-01, 2.549818277E+00, 1.889482701E-05, 1.152151162E-05, 1.606202022E-05
       145, 8.106894493E-01, 6.594811678E-01, 2.549662113E+00, 1.428962802E-03,-1.195493242E-04, 7.439221255E-03
       146, 7.922877669E-01, 6.414016485E-01, 2.549818277E+00, 3.506733803E-03, 1.169549651E-03, 5.097728688E-03
       147, 7.734206319E-01, 6.225344539E-01, 2.549818277E+00, 2.009140793E-03, 5.107144825E-04,-2.456602408E-03
       148, 7.545533776E-01, 6.036672592E-01, 2.549818277E+00, 4.388034577E-04, 4.148194057E-05,-5.975783337E-03
       149, 7.356861830E-01, 5.848000646E-01, 2.549818277E+00, 2.797730558E-04,-2.068242429E-05,-7.225755602E-03
       150, 7.168189883E-01, 5.659328699E-01, 2.549818277E+00, 2.892712928E-06, 6.061723980E-06,-7.592922077E-03
       151, 6.979517341E-01, 5.470656753E-01, 2.549818277E+00,-3.954906133E-04, 3.555432340E-05,-7.626689039E-03
       152, 6.790845990E-01, 5.281984210E-01, 2.549818277E+00, 1.671749778E-04, 6.045022019E-05,-7.577557582E-03
       153, 6.602173448E-01, 5.093312263E-01, 2.549818277E+00, 1.707877818E-04, 7.306363841E-05,-7.415976841E-03
       154, 6.413501501E-01, 4.904640317E-01, 2.549818277E+00, 9.015670366E-05, 7.467641262E-05,-7.168439217E-03
       155, 6.224829555E-01, 4.715968370E-01, 2.549818277E+00, 8.596413682E-05, 7.305350300E-05,-6.844792049E-03
       156, 6.036157608E-01, 4.527296424E-01, 2.549818277E+00, 8.586564945E-05, 6.784970174E-05,-6.441580597E-03
       157, 5.847485662E-01, 4.338624179E-01, 2.549818277E+00, 7.910514978E-05, 6.040050357E-05,-5.953718442E-03
       158, 5.658813715E-01, 4.149952233E-01, 2.549818277E+00, 6.826413301E-05, 5.141709698E-05,-5.372103769E-03
       159, 5.470141172E-01, 3.961279988E-01, 2.549818277E+00, 5.483204222E-05, 4.125982377E-05,-4.685939290E-03
       160, 5.281469226E-01, 3.772608042E-01, 2.549818277E+00, 4.033472214E-05, 3.032756649E-05,-3.886582796E-03
       161, 5.092797279E-01, 3.583936095E-01, 2.549818277E+00, 2.685599611E-05, 1.956691631E-05,-2.967739478E-03
       162, 4.904125035E-01, 3.395263851E-01, 2.549818277E+00, 1.953569699E-05, 1.196041376E-05,-1.922567375E-03
       163, 4.715453386E-01, 3.206591904E-01, 2.549818277E+00, 1.809149398E-05, 9.458225577E-06,-7.456368185E-04
       164, 4.526781142E-01, 3.017919958E-01, 2.549818277E+00, 2.000642780E-05, 1.256327778E-05, 5.685682409E-04
       165, 8.134471178E-01, 6.433266401E-01, 2.549420595E+00, 2.037843689E-03, 6.972730625E-04, 1.789699495E-02
       166, 7.922877669E-01, 6.225344539E-01, 2.549818277E+00, 2.293448430E-03, 1.070946688E-03, 1.246666536E-03
       167, 7.734206319E-01, 6.036672592E-01, 2.549818277E+00, 5.921337870E-04, 2.249084937E-04,-4.338486120E-03
       168, 7.545533776E-01, 5.848000646E-01, 2.549818277E+00, 5.025573773E-04,-4.520567018E-05,-6.594436243E-03
       169, 7.356861830E-01, 5.659328699E-01, 2.549818277E+00, 6.099885013E-06,-3.240019578E-05,-7.521243300E-03
       170, 7.168189883E-01, 5.470656753E-01, 2.549818277E+00,-4.510739236E-04, 1.328602048E-05,-7.680135313E-03
       171, 6.979517341E-01, 5.281984210E-01, 2.549818277E+00, 4.525732074E-04, 4.621533299E-05,-7.650335785E-03
       172, 6.790845990E-01, 5.093312263E-01, 2.549818277E+00, 1.947628625E-04, 6.778357056E-05,-7.521095686E-03
       173, 6.602173448E-01, 4.904640317E-01, 2.549818277E+00, 7.209746400E-05, 7.436422311E-05,-7.320398930E-03
       174, 6.413501501E-01, 4.715968370E-01, 2.549818277E+00, 8.380305371E-05, 7.318030111E-05,-7.042672485E-03
       175, 6.224829555E-01, 4.527296424E-01, 2.549818277E+00, 8.857928333E-05, 6.980030594E-05,-6.686851382E-03
       176, 6.036157608E-01, 4.338624179E-01, 2.549818277E+00, 8.507284656E-05, 6.366053276E-05,-6.249120925E-03
       177, 5.847485662E-01, 4.149952233E-01, 2.549818277E+00, 7.633829227E-05, 5.555341704E-05,-5.724510178E-03
       178, 5.658813715E-01, 3.961279988E-01, 2.549818277E+00, 6.354216748E-05, 4.624836583E-05,-5.102166440E-03
       179, 5.470141172E-01, 4.149952233E-01, 2.549818277E+00, 5.979159687E-05, 4.666944733E-05,-4.989584908E-03
       180, 5.470141172E-01, 3.772608042E-01, 2.549818277E+00, 4.954381802E-05, 3.590745109E-05,-4.371639341E-03
       181, 5.281469226E-01, 3.583936095E-01, 2.549818277E+00, 3.496317004E-05, 2.511044841E-05,-3.527157474E-03
       182, 5.092797279E-01, 3.395263851E-01, 2.549818277E+00, 2.342243351E-05, 1.526285450E-05,-2.561164321E-03
       183, 4.904125035E-01, 3.206591904E-01, 2.549818277E+00, 1.878697185E-05, 9.669597603E-06,-1.467669848E-03
       184, 4.715453386E-01, 3.017919958E-01, 2.549818277E+00, 1.797474215E-05, 8.798695490E-06,-2.429711021E-04
       185, 4.526781142E-01, 2.829247713E-01, 2.549818277E+00, 2.280685112E-05, 1.489954320E-05, 1.119256602E-03
       186, 8.132358789E-01, 6.243113875E-01, 2.549622297E+00, 2.230739919E-03, 1.919483300E-03, 1.390062273E-02
       187, 7.922877669E-01, 6.036672592E-01, 2.549818277E+00, 6.345775910E-04, 8.572045481E-04,-1.878726529E-03
       188, 7.734206319E-01, 5.848000646E-01, 2.549818277E+00, 7.224205183E-04, 7.775956328E-05,-5.377202760E-03
       189, 7.545533776E-01, 5.659328699E-01, 2.549818277E+00, 2.176994349E-05,-6.080143794E-05,-7.183248643E-03
       190, 7.356861830E-01, 5.470656753E-01, 2.549818277E+00,-5.051415646E-04,-2.849746488E-05,-7.729862351E-03
       191, 7.168189883E-01, 5.281984210E-01, 2.549818277E+00, 9.406281170E-04, 2.684220453E-05,-7.735657506E-03
       192, 6.979517341E-01, 5.093312263E-01, 2.549818277E+00, 1.409100369E-04, 5.656938083E-05,-7.604460698E-03
       193, 6.790845990E-01, 4.904640317E-01, 2.549818277E+00, 3.514194759E-05, 7.126682613E-05,-7.450469770E-03
       194, 6.602173448E-01, 4.715968370E-01, 2.549818277E+00, 7.929186540E-05, 7.291488146E-05,-7.217713166E-03
       195, 6.413501501E-01, 4.527296424E-01, 2.549818277E+00, 8.731013804E-05, 7.001531776E-05,-6.905995309E-03
       196, 6.224829555E-01, 4.338624179E-01, 2.549818277E+00, 8.876826905E-05, 6.556796870E-05,-6.517906673E-03
       197, 6.036157608E-01, 4.149952233E-01, 2.549818277E+00, 8.351472934E-05, 5.887979205E-05,-6.047168281E-03
       198, 5.847485662E-01, 3.961279988E-01, 2.549818277E+00, 7.146579446E-05, 5.053898349E-05,-5.485789385E-03
       199, 5.658813715E-01, 3.772608042E-01, 2.549818277E+00, 5.867488289E-05, 4.107907080E-05,-4.822366871E-03
       200, 5.470141172E-01, 3.583936095E-01, 2.549818277E+00, 4.425560110E-05, 3.072568870E-05,-4.049421754E-03
       201, 5.281469226E-01, 3.395263851E-01, 2.549818277E+00, 3.013244532E-05, 2.026706898E-05,-3.161119996E-03
       202, 5.092797279E-01, 3.206591904E-01, 2.549818277E+00, 2.117664189E-05, 1.180378149E-05,-2.149763750E-03
       203, 4.904125035E-01, 3.017919958E-01, 2.549818277E+00, 1.791199429E-05, 8.033797712E-06,-1.011082670E-03
       204, 4.715453386E-01, 2.829247713E-01, 2.549818277E+00, 1.943207644E-05, 9.034878531E-06, 2.590371587E-04
       205, 4.526781142E-01, 2.640575767E-01, 2.549818277E+00, 2.615925041E-05, 1.847471867E-05, 1.662046532E-03
       206, 8.334030509E-01, 6.259990931E-01, 2.549283981E+00, 1.302165911E-03, 6.783767021E-04, 1.830814593E-02
       207, 8.111550212E-01, 6.036672592E-01, 2.549818277E+00, 4.500884097E-04, 2.314242069E-03, 9.108834784E-04
       208, 7.922877669E-01, 5.848000646E-01, 2.549818277E+00, 8.761014324E-04, 6.115322467E-04,-3.431180725E-03
       209, 7.734206319E-01, 5.659328699E-01, 2.549818277E+00, 6.540968025E-05, 1.602823795E-05,-6.354730576E-03
       210, 7.545533776E-01, 5.470656753E-01, 2.549818277E+00,-5.696772132E-04,-6.102159023E-05,-7.658653893E-03
       211, 7.356861830E-01, 5.281984210E-01, 2.549818277E+00, 1.637381501E-03,-1.189727936E-05,-7.812919095E-03
       212, 7.168189883E-01, 5.093312263E-01, 2.549818277E+00,-7.854549040E-05, 4.015718878E-05,-7.673853543E-03
       213, 6.979517341E-01, 4.904640317E-01, 2.549818277E+00,-2.436200339E-05, 6.243043026E-05,-7.565284148E-03
       214, 6.790845990E-01, 4.715968370E-01, 2.549818277E+00, 7.150365127E-05, 7.061038923E-05,-7.373082452E-03
       215, 6.602173448E-01, 4.527296424E-01, 2.549818277E+00, 7.829064998E-05, 6.921122258E-05,-7.102324162E-03
       216, 6.413501501E-01, 4.338624179E-01, 2.549818277E+00, 8.756589523E-05, 6.561117334E-05,-6.758483592E-03
       217, 6.224829555E-01, 4.149952233E-01, 2.549818277E+00, 8.831414743E-05, 6.075693818E-05,-6.340707187E-03
       218, 6.036157608E-01, 3.961279988E-01, 2.549818277E+00, 7.794392150E-05, 5.389608486E-05,-5.837102421E-03
       219, 5.847485662E-01, 3.772608042E-01, 2.549818277E+00, 6.731624308E-05, 4.554975021E-05,-5.238185171E-03
       220, 5.658813715E-01, 3.583936095E-01, 2.549818277E+00, 5.381977826E-05, 3.603714140E-05,-4.535239656E-03
       221, 5.470141172E-01, 3.395263851E-01, 2.549818277E+00, 3.905483391E-05, 2.580642285E-05,-3.721148707E-03
